station.id,site,latitude,longitude,elevation.m,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USC00410832,Comal_2020_19,30.095,-98.4142,399.3,2021,12,45.212,9.61,1.3344,16.5,2.1684,2.78,1.7236
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,1,25.146,9.33,1.8348,16.83,2.4464,1.89,1.6124
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,2,20.574,12.06,1.668,19.67,2.3352,4.39,1.5012
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,3,50.038,16.39,1.946,23.56,2.0016,9.22,2.4464
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,4,37.846,19.89,1.5568,27.28,2.2796,12.56,1.4456
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,5,113.792,23.5,1.2788,29.72,2.3352,17.28,0.7784
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,6,56.896,27,1.3344,33.22,2.2796,20.78,0.6672
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,7,57.912,28.06,1.2788,34.28,2.1128,21.89,0.7228
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,8,51.054,28.56,0.9452,35,1.4456,22.11,0.556
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,9,93.98,25.11,0.9452,31.39,1.5568,18.83,1.1676
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,10,55.88,20.33,0.7784,27.06,1.4456,13.56,1.1676
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,11,24.638,14.72,1.8348,21.67,2.3352,7.72,1.8904
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2020,12,28.194,10.06,1.2788,17.44,2.224,2.72,1.8348
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,1,25.146,9.33,1.8348,16.83,2.4464,1.89,1.6124
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,2,20.574,12.06,1.668,19.67,2.3352,4.39,1.5012
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,3,50.038,16.39,1.946,23.56,2.0016,9.22,2.4464
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,4,37.846,19.89,1.5568,27.28,2.2796,12.56,1.4456
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,5,113.792,23.5,1.2788,29.72,2.3352,17.28,0.7784
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,6,56.896,27,1.3344,33.22,2.2796,20.78,0.6672
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,7,57.912,28.06,1.2788,34.28,2.1128,21.89,0.7228
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,8,51.054,28.56,0.9452,35,1.4456,22.11,0.556
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,9,93.98,25.11,0.9452,31.39,1.5568,18.83,1.1676
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,10,55.88,20.33,0.7784,27.06,1.4456,13.56,1.1676
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,11,24.638,14.72,1.8348,21.67,2.3352,7.72,1.8904
USC00411013,Uvalde_2020_02,29.61,-100.4519,536.4,2021,12,28.194,10.06,1.2788,17.44,2.224,2.72,1.8348
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,1,36.068,8.11,1.946,14.72,2.4464,1.5,1.7792
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,2,37.592,10.44,2.1684,17.28,2.8356,3.56,1.8904
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,3,63.246,15.17,1.8348,21.94,1.8348,8.44,2.3908
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,4,60.452,18.89,1.668,25.61,2.1128,12.11,1.6124
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,5,112.014,23,1.0564,28.67,1.6124,17.28,1.112
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,6,62.738,27.06,1.2232,33,1.6124,21.06,1.0008
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,7,50.546,28.28,1.2788,34.33,1.7236,22.17,0.9452
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,8,51.816,28.72,1.2788,34.89,1.7236,22.56,0.9452
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,9,69.088,24.72,1.39,30.5,1.946,18.89,1.2232
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,10,63.5,19.39,1.3344,26.06,1.946,12.67,1.2232
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,11,33.274,13.89,1.7236,20.39,2.1128,7.39,1.7236
USC00411017,Menard_2020_01,31.1444,-99.3492,521.5,2020,12,35.306,9.06,1.4456,15.61,1.946,2.5,1.5012
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,1,94.234,10.17,2.1684,16.22,2.3908,4.06,2.1128
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,2,80.264,12.28,2.2796,18.39,2.7244,6.11,2.224
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,3,107.696,16.5,2.2796,22.56,2.0016,10.39,2.6688
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,4,100.33,19.78,1.668,25.94,1.7792,13.61,1.7236
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,5,161.036,23.83,1.0008,29.33,1.1676,18.33,1.2232
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,6,91.694,27.56,0.9452,33.11,1.39,22.06,1.0008
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,7,70.866,28.72,1.0564,34.11,1.6124,23.33,0.7228
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,8,100.838,29.33,1.0008,35.17,1.5012,23.5,0.6672
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,9,97.79,26.22,1.2232,32,1.6124,20.5,1.5012
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,10,108.458,21,0.9452,27.61,1.3344,14.33,1.2232
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,11,92.456,15.56,1.8904,21.89,2.1128,9.22,1.8348
USC00411048,Fayette_2019_04,30.1592,-96.3972,95.4,2020,12,91.948,11.39,1.6124,17.39,2.1128,5.39,1.7792
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,1,49.53,7.78,2.0572,14.83,2.6132,0.72,1.8904
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,2,35.052,10.11,2.224,17,2.8356,3.17,1.8904
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,3,75.438,14.94,1.946,21.89,1.7236,8,2.502
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,4,59.69,18.67,1.6124,25.78,1.8904,11.5,1.6124
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,5,119.126,22.78,1.0008,29,1.4456,16.61,1.112
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,6,59.182,27.11,0.9452,33.22,1.4456,20.94,0.7228
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,7,54.356,28.67,1.2788,35.22,1.7792,22.11,0.9452
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,8,67.31,28.89,1.1676,35.78,1.8348,22,0.7784
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,9,91.44,24.72,1.39,31.22,2.0572,18.22,1.5012
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,10,90.17,19,1.0564,26.06,1.5012,11.89,1.39
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,11,48.514,13.56,1.8904,20.06,1.946,7.06,2.1684
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,12,36.83,8.67,1.39,15.44,2.0016,1.89,1.7236
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,1,67.056,10.17,2.0572,16.28,2.4464,4.11,1.8904
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,2,33.274,12.33,2.3908,18.56,2.78,6.06,2.224
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,3,72.898,16.61,1.8904,22.72,1.7236,10.5,2.3908
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,4,66.294,20.06,1.5568,26.33,2.0016,13.78,1.5568
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,5,131.318,24.17,1.1676,29.83,1.7792,18.5,0.9452
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,6,72.39,27.72,1.2232,33.5,1.7792,21.89,0.7784
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,7,70.104,28.78,1.2788,34.83,2.0572,22.72,0.834
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,8,51.054,29.44,1.112,35.83,1.7792,23.11,0.6116
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,9,114.046,26.17,1.2232,31.94,1.8348,20.44,1.0008
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,10,104.14,21.22,1.0008,27.56,1.6124,14.94,0.7784
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,11,49.53,15.83,2.1128,21.72,2.3908,9.94,2.0016
USC00411429,Comal_2020_21,29.8608,-98.1958,304.8,2020,12,48.26,11.28,1.4456,17.11,2.0016,5.44,1.4456
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,1,67.056,10.17,2.0572,16.28,2.4464,4.11,1.8904
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,2,33.274,12.33,2.3908,18.56,2.78,6.06,2.224
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,3,72.898,16.61,1.8904,22.72,1.7236,10.5,2.3908
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,4,66.294,20.06,1.5568,26.33,2.0016,13.78,1.5568
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,5,131.318,24.17,1.1676,29.83,1.7792,18.5,0.9452
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,6,72.39,27.72,1.2232,33.5,1.7792,21.89,0.7784
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,7,70.104,28.78,1.2788,34.83,2.0572,22.72,0.834
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,8,51.054,29.44,1.112,35.83,1.7792,23.11,0.6116
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,9,114.046,26.17,1.2232,31.94,1.8348,20.44,1.0008
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,10,104.14,21.22,1.0008,27.56,1.6124,14.94,0.7784
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,11,49.53,15.83,2.1128,21.72,2.3908,9.94,2.0016
USC00411429,Hays_2021_54,29.8608,-98.1958,304.8,2021,12,48.26,11.28,1.4456,17.11,2.0016,5.44,1.4456
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,1,89.154,10.89,2.0016,17.33,2.6132,4.5,2.0016
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,2,57.404,13.5,2.4464,19.78,3.0024,7.28,2.5576
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,3,88.646,17.56,2.1684,23.83,2.0572,11.28,2.5576
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,4,92.964,20.67,1.5012,27,2.0016,14.39,1.39
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,5,125.222,24.83,1.0564,30.56,1.5012,19.17,1.5568
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,6,91.948,28.33,0.9452,34.22,1.39,22.44,1.5012
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,7,81.28,29.33,1.2788,35.33,1.668,23.39,1.39
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,8,91.186,30.17,1.112,36.83,1.6124,23.5,1.2788
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,9,86.868,27.11,1.39,33.39,1.7792,20.83,2.0572
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,10,99.568,22.33,1.3344,29.39,1.5568,15.33,2.2796
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,11,78.74,16.83,2.224,23.5,2.6132,10.22,2.3352
USC00411911,Fayette_2020_09,29.6989,-96.5731,68.6,2021,12,75.692,12.61,1.5568,18.78,2.2796,6.44,1.8904
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,1,87.63,10.78,NA,17.11,NA,4.44,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,2,49.53,13.11,NA,19.39,NA,6.78,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,3,81.026,17.06,NA,23.39,NA,10.67,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,4,100.33,20.67,NA,26.5,NA,14.83,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,5,138.938,24.56,NA,30.06,NA,19.06,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,6,96.774,27.94,NA,33.5,NA,22.33,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,7,131.064,29.11,NA,34.78,NA,23.39,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,8,110.236,29.61,NA,35.89,NA,23.33,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,9,108.458,26.72,NA,32.56,NA,20.94,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,10,103.632,21.89,NA,28.72,NA,15,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,11,72.39,16.56,NA,23,NA,10.06,NA
USC00412676,Austin_2020_03,29.6211,-96.3661,53.6,2021,12,84.582,12.22,NA,18.33,NA,6.06,NA
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,1,64.262,9,2.0572,16,2.7244,1.94,2.0016
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,2,52.324,10.83,2.502,18,3.1692,3.67,2.2796
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,3,95.504,15.83,1.8904,22.56,1.668,9.11,2.3352
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,4,91.694,19.61,1.6124,26.33,1.668,12.89,1.7236
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,5,119.634,23.72,1.0008,29.89,1.2232,17.5,1.112
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,6,83.566,27.89,1.1676,34.22,1.5012,21.56,1.0564
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,7,77.724,29.28,1.4456,35.89,2.224,22.67,1.0564
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,8,64.262,29.78,1.0564,36.67,1.5568,22.83,0.9452
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,9,93.472,26.11,1.1676,32.94,1.7236,19.33,1.112
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,10,119.888,20.28,1.2232,27.44,1.5012,13.11,1.39
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,11,45.974,14.39,2.0572,21.28,2.1684,7.56,2.2796
USC00413485,Bell_2020_05,31.4144,-97.7019,251.8,2020,12,48.26,9.5,1.3344,16.28,1.8348,2.72,1.6124
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,1,64.262,9,2.0572,16,2.7244,1.94,2.0016
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,2,52.324,10.83,2.502,18,3.1692,3.67,2.2796
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,3,95.504,15.83,1.8904,22.56,1.668,9.11,2.3352
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,4,91.694,19.61,1.6124,26.33,1.668,12.89,1.7236
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,5,119.634,23.72,1.0008,29.89,1.2232,17.5,1.112
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,6,83.566,27.89,1.1676,34.22,1.5012,21.56,1.0564
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,7,77.724,29.28,1.4456,35.89,2.224,22.67,1.0564
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,8,64.262,29.78,1.0564,36.67,1.5568,22.83,0.9452
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,9,93.472,26.11,1.1676,32.94,1.7236,19.33,1.112
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,10,119.888,20.28,1.2232,27.44,1.5012,13.11,1.39
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,11,45.974,14.39,2.0572,21.28,2.1684,7.56,2.2796
USC00413485,Bell_2021_08,31.4144,-97.7019,251.8,2021,12,48.26,9.5,1.3344,16.28,1.8348,2.72,1.6124
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,1,43.18,7.89,1.946,15.17,2.5576,0.61,1.7236
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,2,27.94,10.61,2.1128,17.83,2.78,3.39,1.8904
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,3,62.738,14.83,1.7792,21.5,1.5568,8.22,2.3352
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,4,55.372,18.39,1.7792,25.17,2.1128,11.56,1.6124
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,5,134.62,22.28,1.0564,28.06,1.6124,16.5,1.0008
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,6,60.706,26.11,1.2788,31.83,1.7792,20.44,1.0008
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,7,40.64,27.33,1.1676,33.28,1.8348,21.39,0.6672
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,8,53.594,27.78,1.112,34.22,1.7792,21.33,0.6672
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,9,90.678,24.11,1.1676,30.33,1.8904,17.94,1.2788
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,10,70.866,18.94,1.0008,26.06,1.5568,11.89,1.2232
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,11,35.052,13.56,1.8904,20.22,2.224,6.89,1.946
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,2021,12,38.354,9,1.2232,15.89,2.1128,2.17,1.4456
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,1,75.946,9.72,2.1684,16.33,2.502,3.17,2.1684
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,2,38.608,12,2.224,18.39,2.8912,5.61,1.946
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,3,82.296,16.44,1.8904,22.78,1.5568,10.11,2.502
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,4,72.898,19.89,1.8348,26.22,1.946,13.56,1.8904
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,5,140.208,24.22,1.0008,29.83,1.2232,18.56,1.2788
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,6,70.866,28.17,1.0564,33.72,1.8348,22.56,0.834
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,7,44.958,29.28,1.1676,35.11,1.8904,23.44,0.7784
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,8,69.342,29.89,1.0008,36.33,1.668,23.5,0.6672
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,9,83.82,26.39,1.1676,32.5,1.946,20.28,1.2232
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,10,109.474,20.89,1.0008,27.83,1.5568,13.94,1.5012
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,11,61.468,15.33,1.8904,22.06,2.2796,8.67,1.8348
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,2020,12,66.548,10.94,1.7236,17.33,2.2796,4.5,1.8904
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,1,39.624,9.22,1.946,17.33,3.1136,1.06,1.7792
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,2,29.464,11.44,2.0572,19.44,3.1692,3.39,1.8904
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,3,66.548,15.94,1.7236,23.83,1.7236,8.06,2.3352
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,4,56.388,19.67,1.8348,27.39,2.1684,11.94,2.0016
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,5,111.76,23.83,1.0564,30.39,1.668,17.28,1.0564
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,6,65.278,28,1.3344,34.72,1.946,21.33,1.0008
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,7,43.18,29.33,1.5568,36.17,2.224,22.5,1.2232
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,8,37.846,29.67,1.3344,36.83,1.7792,22.56,1.112
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,9,76.2,25.78,1.4456,32.78,2.0016,18.83,1.668
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,10,73.406,20.33,1.1676,28.17,1.5012,12.5,1.8348
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,11,33.02,14.5,2.0016,22.56,2.3908,6.5,2.3352
USC00415272,Burnet_2020_14,30.7425,-98.6542,310.9,2021,12,32.004,9.78,1.668,17.67,2.2796,1.89,2.3352
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,1,92.456,9.06,1.946,16.39,2.502,1.67,1.8904
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,2,68.58,11.39,2.224,18.33,2.7244,4.5,2.3908
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,3,104.902,15.72,2.224,22.78,2.0572,8.67,2.6132
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,4,88.9,19.22,1.668,26.22,1.6124,12.17,1.8904
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,5,152.4,23.22,0.9452,29.44,1.2232,17,1.112
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,6,93.472,27.06,0.834,33.06,1.4456,21.06,0.8896
USC00415477,Brazos_2020_16,30.9392,-95.9203,76.8,2021,7,86.106,28.56,1.0008,34.67,1.5012,22.39,0.8896
