"site","latitude","longitude","jan.precip.norm","feb.precip.norm","mar.precip.norm","apr.precip.norm","may.precip.norm","jun.precip.norm","jul.precip.norm","aug.precip.norm","sep.precip.norm","oct.precip.norm","nov.precip.norm","dec.precip.norm","jan.temp.norm","feb.temp.norm","mar.temp.norm","apr.temp.norm","may.temp.norm","jun.temp.norm","jul.temp.norm","aug.temp.norm","sep.temp.norm","oct.temp.norm","nov.temp.norm","dec.temp.norm","map","mat"
"Sansaba_2020_01",31.28807,-98.619493,41.9710006713867,52.3110008239746,64.0690002441406,56.2300033569336,105.32600402832,90.7900009155273,44.4480018615723,54.370002746582,64.7900009155273,79.5480041503906,52.237003326416,43.7270011901855,7.96000051498413,10.2300004959106,14.2600002288818,18.5400009155273,22.8200016021729,26.7500019073486,28.6000022888184,28.6400012969971,24.9600009918213,19.3200016021729,13.2600002288818,8.68000030517578,749.817024230957,18.6683343648911
"Uvalde_2020_02",29.591111,-100.091111,29.1260013580322,30.859001159668,50.7170028686523,47.5250015258789,87.9560012817383,79.0250015258789,54.9940032958984,65.4800033569336,88.3530044555664,74.9700012207031,41.7590026855469,31.2280006408691,9.80000019073486,12.1600008010864,16.0200004577637,19.6600017547607,23.7500019073486,27.0000019073486,28.1100006103516,28.3000011444092,25.2400016784668,20.6000003814697,14.6100006103516,10.3200006484985,681.992025375366,19.6308343410492
"Williamson_2019_09",30.706792,-97.859829,56.6000022888184,54.4830017089844,71.2030029296875,70.6890029907227,106.54500579834,85.3350067138672,56.9900016784668,54.6650009155273,86.2990036010742,91.7440032958984,70.9250030517578,61.297004699707,9.13000011444092,11.1400003433228,15.0300006866455,19.0200004577637,23.4300003051758,27.1500015258789,28.6900005340576,28.8200016021729,25.5500011444092,20.2200012207031,14.1600008010864,9.79000091552734,866.775039672852,19.344167470932
"Williamson_2019_10",30.539935,-97.771213,66.5670013427734,53.5110015869141,75.9900054931641,69.5650024414062,115.595008850098,89.4010009765625,68.8520050048828,63.2240028381348,87.4870071411133,101.100006103516,75.1220016479492,69.4160003662109,9.43000030517578,11.3900003433228,15.2300004959106,19.2400016784668,23.5800018310547,27.1800022125244,28.7100009918213,28.8800010681152,25.7900009155273,20.5400009155273,14.4300003051758,10.1100006103516,935.830043792725,19.5425009727478
"Austin_2020_03",29.776805,-96.24351,94.2800064086914,68.1370010375977,92.7090072631836,93.7870025634766,112.468002319336,112.468002319336,69.1590042114258,96.4890060424805,105.659004211426,120.218002319336,100.556007385254,91.5290069580078,10.9100008010864,13.0200004577637,16.5100002288818,20.0900001525879,24.2200012207031,27.3800010681152,28.5500011444092,28.9700012207031,26.2900009155273,21.2200012207031,15.8000011444092,12.0200004577637,1157.45905303955,20.4150008360545
"Bandera_2020_03",29.850369,-99.304193,49.0020027160645,44.6950035095215,70.2730026245117,63.0740013122559,116.848007202148,86.3350067138672,66.5220031738281,56.4900016784668,92.8240051269531,81.1730041503906,56.0750007629395,50.7960014343262,8.91000080108643,11.2300004959106,15.1200008392334,18.8200016021729,23.0500011444092,26.5000019073486,27.7600021362305,27.9300022125244,24.730001449585,19.730001449585,13.8400011062622,9.63000011444092,834.107040405273,18.9375012715658
"Bell_2021_08",31.055926,-97.549379,61.984001159668,59.7100028991699,82.3680038452148,69.6160049438477,118.909004211426,87.7630004882812,46.0170021057129,61.0450019836426,84.1730041503906,95.5640029907227,73.6740036010742,66.9500045776367,9.03000068664551,11.1000003814697,15.0200004577637,19.1800003051758,23.5100002288818,27.3500003814697,29.0300006866455,29.2700004577637,25.7700004577637,20.3300018310547,14.3600006103516,9.91000080108643,907.773036956787,19.488333940506
"Brazos_2020_16",30.926287,-96.225878,93.7470016479492,79.1990051269531,90.4920043945312,83.2550048828125,121.052001953125,99.0410079956055,59.5410041809082,77.3390045166016,92.4460067749023,113.011001586914,95.7720031738281,101.276008605957,9.8100004196167,11.9600009918213,15.6400003433228,19.5200004577637,23.8400020599365,27.5100021362305,28.9500007629395,29.1500015258789,26.1700019836426,20.7500019073486,14.9700002670288,10.8000001907349,1106.17105484009,19.9225010871887
"Burnet_2020_12",30.824885,-98.059505,52.7950019836426,50.109001159668,71.2089996337891,61.0870018005371,108.151008605957,83.2760009765625,50.6140022277832,53.628002166748,82.8500061035156,91.0460052490234,68.8160018920898,58.7240028381348,8.84000015258789,10.7700004577637,14.7400007247925,18.7000007629395,22.9300003051758,26.7900009155273,28.3000011444092,28.5700016021729,25.1300010681152,19.8300018310547,13.9500007629395,9.45000076293945,832.305034637451,19.0000008742015
"Burnet_2020_14",30.840194,-98.343954,46.4130020141602,47.3930015563965,69.4370040893555,53.1910018920898,97.0800018310547,69.9970016479492,48.226001739502,47.7830009460449,71.0780029296875,82.1280059814453,62.8850021362305,57.8660011291504,8.93000030517578,11.0100002288818,15.0000009536743,19.1500015258789,23.3400020599365,27.3500003814697,28.9700012207031,29.310001373291,25.7600021362305,20.4000015258789,14.4500007629395,9.59000015258789,753.477027893066,19.438334385554
"Comal_2020_19",30.00668,-98.31665,60.0540046691895,48.3630027770996,69.0130004882812,66.2870025634766,113.018005371094,84.797004699707,51.5690040588379,64.5930023193359,95.4420013427734,108.079002380371,72.7080001831055,56.6170043945312,9.38000011444092,11.4200000762939,15.1700010299683,19.0200004577637,23.1400012969971,26.5800018310547,27.9700012207031,28.3600006103516,25.1200008392334,20.1300010681152,14.2600002288818,10.210000038147,890.540035247803,19.2300007343292
"Fayette_2020_09",29.860296,-96.71418,80.8610000610352,66.7919998168945,79.6710052490234,81.9140014648438,116.587005615234,100.942001342773,53.7840042114258,75.1600036621094,87.3350067138672,114.917007446289,89.2410049438477,82.9920043945312,10.7000007629395,12.7700004577637,16.3400001525879,20.1700000762939,24.2400016784668,27.5800018310547,28.8000011444092,29.3500022888184,26.3700008392334,21.310001373291,15.6400003433228,11.7700004577637,1030.19604492188,20.4200009504954
"Fayette_2021_12",29.864081,-97.206843,69.672004699707,55.7690010070801,73.9700012207031,76.7330017089844,116.289009094238,88.3310012817383,51.1340026855469,73.3030014038086,80.8300018310547,110.554008483887,77.6880035400391,74.3330001831055,10.2200002670288,12.3700008392334,15.9900007247925,19.6100006103516,23.7200012207031,27.1500015258789,28.6100006103516,28.8600006103516,25.7600021362305,20.7800006866455,15.1500005722046,11.1200008392334,948.606037139893,19.9450008869171
"Hays_2021_54",29.957819,-98.165764,61.3860015869141,49.1300010681152,69.9120025634766,67.0760040283203,112.482002258301,91.7680053710938,55.1670036315918,63.3040046691895,96.015007019043,113.588005065918,73.35400390625,60.1480026245117,9.89000034332275,12.0000009536743,15.7000007629395,19.4700012207031,23.6500015258789,27.0800018310547,28.4900016784668,28.9100017547607,25.7200012207031,20.6700000762939,14.8800010681152,10.7700004577637,913.330043792725,19.7691677411397
"Kerr_2020_03",30.055868,-99.341589,40.5210037231445,42.859001159668,57.1560020446777,56.8860015869141,109.367004394531,77.2840042114258,55.4670028686523,58.6340026855469,83.1050033569336,72.109001159668,46.4850006103516,44.112003326416,8.24000072479248,10.4500007629395,14.3600006103516,18.1300010681152,22.3200016021729,25.8800010681152,27.1700019836426,27.3000011444092,23.980001449585,19.0700016021729,13.2300004959106,8.94000053405762,743.98503112793,18.2558344205221
"Washington_2020_08",30.284962,-96.406236,87.734001159668,75.7520065307617,85.8240051269531,83.4340057373047,126.947006225586,105.819007873535,56.7190017700195,84.4460067749023,92.9310073852539,121.427001953125,99.7120056152344,92.2210006713867,10.4400005340576,12.4300003051758,16.1490001678467,19.9100017547607,24.1700019836426,27.7000007629395,29.0000019073486,29.4100017547607,26.4100017547607,21.2600002288818,15.4600009918213,11.4100008010864,1112.96605682373,20.3124177455902
