station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,wind.cardinal.direction,sea.level.pressure
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:00 CDT,96575,11.64,77.9,1.95,11.83,0.73,NW,101743.06
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:05 CDT,96582,11.49,78.27,2.38,11.83,0,WNW,101753.22
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:10 CDT,96582,11.44,78.37,1.06,11.83,0.42,NNW,101754.15
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:15 CDT,96592,11.35,79.32,1.89,11.83,0.31,N,101766.35
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:20 CDT,96602,11.19,79.25,0.99,11.83,1.2,N,101779.87
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:25 CDT,96614,11.07,79.12,0.82,11.83,0.38,WNW,101794.74
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:30 CDT,96617,11.07,76.76,2.35,11.83,0.52,NW,101797.91
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:35 CDT,96623,11.21,79.12,1.45,11.83,0,NNW,101801.62
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:40 CDT,96633,11.03,80.3,1.62,11.83,0.01,WNW,101815.5
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:45 CDT,96645,10.8,81.1,0.87,11.83,0.38,NW,101832.44
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:50 CDT,96654,10.64,80.9,2.04,11.83,0.52,WNW,101844.91
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 03:55 CDT,96661,10.58,81.1,0.91,11.83,0.74,N,101853.41
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:00 CDT,96663,10.5,81.2,1.22,11.83,0.07,NW,101857.01
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:05 CDT,96665,10.44,81.2,1.23,11.83,0,WNW,101860.24
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:10 CDT,96667,10.27,83.5,3.12,11.83,0,N,101865.53
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:15 CDT,96662,10.18,82.1,1.8,11.83,0,NNW,101861.95
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:20 CDT,96657,10.32,81.2,1.55,11.83,0,NW,101854.06
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:25 CDT,96664,10.42,80.3,3.07,11.83,0,NNW,101859.57
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:30 CDT,96662,10.54,80.2,3.17,11.83,0,NW,101855.21
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:35 CDT,96642,10.61,78.46,2.55,11.83,0,WNW,101832.84
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:40 CDT,96635,10.79,77.92,2.47,11.83,0,NW,101822.1
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:45 CDT,96649,10.79,78.56,3.55,11.83,0,NW,101836.85
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:50 CDT,96661,10.72,78.42,3.28,11.83,0,NW,101850.8
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 04:55 CDT,96651,10.67,77.21,2.55,11.83,0,NW,101841.2
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:00 CDT,96651,10.79,77.78,2.06,11.83,0.01,NW,101838.96
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:05 CDT,96654,10.74,76.9,2.78,11.83,0.13,NNW,101843.06
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:10 CDT,96659,10.81,77.78,3.06,11.83,0,NW,101847.01
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:15 CDT,96662,10.66,79,3.1,11.83,0,NW,101852.97
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:20 CDT,96663,10.46,79.6,2.62,11.83,0.17,NNW,101857.77
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:25 CDT,96672,10.39,79.17,2.79,11.83,0,NNW,101868.56
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:30 CDT,96682,10.39,78.59,3.12,11.83,0,NNW,101879.1
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:35 CDT,96693,10.45,79.13,3.41,11.83,0,WNW,101889.57
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:40 CDT,96699,10.26,80.1,3.16,11.83,0.02,NW,101899.45
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:45 CDT,96698,10.29,79.27,2,11.83,0,NW,101897.84
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:50 CDT,96695,10.34,80.3,0.45,11.83,0.79,NE,101893.73
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 05:55 CDT,96704,10.19,80.9,0.31,11.83,0.93,NW,101906.03
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:00 CDT,96718,10.08,81.8,1.44,11.83,0.56,N,101922.85
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:05 CDT,96710,10.06,81.5,0.61,11.83,0.08,N,101914.79
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:10 CDT,96704,10.03,82.1,0.05,11.83,0,ENE,101909.03
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:15 CDT,96705,10.04,83.1,0.46,11.83,0,SE,101909.89
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:20 CDT,96697,9.9,83.1,0.65,11.83,0.04,SSW,101904.09
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:25 CDT,96705,9.83,83.5,0.57,11.83,0.45,N,101913.84
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:30 CDT,96704,9.85,83.3,2.15,11.83,0.28,N,101912.41
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:35 CDT,96698,10.25,80.4,2.33,11.83,0,N,101898.58
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:40 CDT,96704,10.61,79.54,2.31,11.83,0,N,101898.16
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:45 CDT,96705,10.73,79.1,1.57,11.83,0,NNE,101896.97
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:50 CDT,96705,10.77,79.81,0.94,11.83,0.05,NNW,101896.22
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 06:55 CDT,96706,10.75,81,1.24,11.83,0.16,NNW,101897.65
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:00 CDT,96708,10.63,82.4,0.55,11.83,0.36,ENE,101901.99
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:05 CDT,96720,10.45,83.2,0.63,11.83,2.69,NE,101918.01
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:10 CDT,96728,10.37,84.3,0.73,11.83,4.98,NW,101927.93
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:15 CDT,96726,10.35,85.2,1.8,11.83,6.56,NNW,101926.2
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:20 CDT,96734,10.34,85.4,2.73,11.83,8.11,NNW,101934.81
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:25 CDT,96735,10.48,83.6,2.92,11.83,8.7,N,101933.25
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:30 CDT,96740,10.43,86.6,3.21,11.83,12.98,NW,101939.44
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:35 CDT,96756,10.26,85.8,3.56,11.83,13.82,WNW,101959.5
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:40 CDT,96763,10.71,84.6,2.99,11.83,15.99,WNW,101958.44
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:45 CDT,96785,10.84,85.8,3.63,11.83,22.19,NW,101979.19
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:50 CDT,96787,11.54,79.67,3.66,11.83,55.98,WNW,101968.26
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 07:55 CDT,96793,12.77,77.31,3.73,11.83,69.14,NW,101951.81
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:00 CDT,96800,13.63,72.78,3.25,11.83,82.5,WNW,101943.38
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:05 CDT,96806,14.37,72.99,4.1,11.83,99.63,WNW,101936.17
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:15 CDT,96830,14.71,73.19,4.11,,131.1,WNW,101955.25
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:25 CDT,96839,15.62,70.41,4.19,,156.57,WNW,101948.23
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:30 CDT,96840,16.13,68.86,3.82,,169.12,WNW,101940.08
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:40 CDT,96846,17.09,64.29,6.02,,200.63,WNW,101929.18
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:45 CDT,96851,17.54,64.59,5.63,,214.06,WNW,101926.4
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:50 CDT,96856,18.02,63.65,5.73,,228.04,NW,101923.11
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 08:55 CDT,96856,18.48,60.88,4.12,,237.71,WNW,101914.96
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:00 CDT,96852,18.94,60.6,3.74,,248.76,NNW,101902.61
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:05 CDT,96847,19.42,63.19,4.13,,262.53,NW,101888.87
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:10 CDT,96845,19.95,56.13,5.23,11.83,281.06,WNW,101877.49
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:15 CDT,96842,20.37,55.59,4.62,11.83,294.25,NW,101866.98
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:20 CDT,96837,20.72,53.29,4.5,11.83,307.7,NNW,101855.62
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:25 CDT,96834,21.11,51.29,4.18,11.83,320.9,NW,101845.68
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:30 CDT,96833,21.56,51.19,4.54,11.83,334.32,NW,101836.81
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:35 CDT,96836,21.95,48.25,5,11.83,350.77,NW,101833.23
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:40 CDT,96837,22.32,47.4,4.38,11.83,362.68,WNW,101827.9
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:45 CDT,96830,22.62,48.44,4.14,11.83,376.4,N,101815.36
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:50 CDT,96832,22.95,46.99,4.82,11.83,390.81,W,101811.79
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 09:55 CDT,96836,23.32,43.92,4.65,11.83,404.61,NW,101809.67
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:00 CDT,96834,23.62,41.99,5.01,11.83,419.59,NW,101802.45
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:05 CDT,96829,23.81,43.4,5.27,11.83,432.71,NW,101793.94
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:10 CDT,96828,24.22,40.47,4.44,11.83,441.13,WNW,101785.92
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:15 CDT,96828,24.52,37.47,4.28,11.83,452.97,NW,101780.84
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:20 CDT,96823,24.82,36.32,2.43,11.83,458.37,NE,101770.5
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:25 CDT,96819,25.39,29.31,0.93,11.83,458.78,WNW,101756.71
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:30 CDT,96814,26.15,24.11,2.72,11.83,478.53,ENE,101738.7
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:35 CDT,96819,26.52,26.03,2.72,7,496.16,NNW,101737.73
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:40 CDT,96822,26.93,24.95,3.67,8.66,508.59,NNW,101734.03
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:45 CDT,96820,27.04,24.68,3.15,8.66,522.4,N,101730.09
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:50 CDT,96824,27.07,26.03,4.02,8.66,537.77,W,101733.78
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 10:55 CDT,96833,27.07,28.39,4.68,8.66,553.55,N,101743.21
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:00 CDT,96830,27.29,23.46,3.5,8.66,552.7,NNW,101736.44
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:05 CDT,96827,27.46,23.9,3.18,8.66,567.39,NW,101730.45
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:10 CDT,96826,27.5,25.45,2.98,8.66,574.92,NW,101728.72
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:15 CDT,96829,27.65,24.07,4.17,8.66,590.58,WNW,101729.39
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:20 CDT,96818,27.86,21.81,4.33,8.66,597.72,NE,101714.36
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:25 CDT,96808,28.08,23.96,3.64,8.66,604.55,NW,101700.19
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:30 CDT,96803,28.21,21.67,4.3,8.66,619.71,NNW,101692.8
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:35 CDT,96800,28.47,24.53,3.06,8.66,618.75,NW,101685.32
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:40 CDT,96797,28.8,19.99,4.33,8.66,636.68,N,101676.76
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:45 CDT,96792,28.87,21.74,4.79,8.66,641.48,NW,101670.34
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:50 CDT,96786,28.97,22.07,4.58,8.66,648.59,NNE,101662.38
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 11:55 CDT,96779,29.09,19.48,4.16,8.66,655.06,W,101653.08
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:00 CDT,96766,29.17,20.12,5.06,9.83,643.91,NW,101638.11
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:05 CDT,96765,29.35,19.14,3.54,9.5,665.06,NNW,101634.11
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:10 CDT,96764,29.51,18.64,2.82,9.5,663.55,WNW,101630.43
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:15 CDT,96763,29.8,18.23,5.94,9.66,693.08,NNW,101624.63
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:20 CDT,96765,29.84,20.29,4.4,8.83,690.45,NW,101626.06
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:25 CDT,96759,29.78,20.62,4.82,8.83,700.56,WNW,101620.73
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:30 CDT,96754,29.77,17.36,5.81,8.83,710.61,NW,101615.68
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:35 CDT,96745,29.71,19.85,4.64,8.83,705.6,WSW,101607.19
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:40 CDT,96733,29.73,18.43,4.44,10.33,705.86,NW,101594.27
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:45 CDT,96732,29.98,17.52,4.59,11.33,714.75,NW,101589.14
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:50 CDT,96729,29.9,18.94,4.78,10.66,722.86,SSW,101587.28
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 12:55 CDT,96717,29.97,19.64,2.15,10.49,706.86,NNE,101573.53
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 13:00 CDT,96705,30.16,18.43,3.72,10.83,717.05,NNW,101557.83
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 13:05 CDT,96704,30.31,17.62,6.35,9.33,745.51,NNE,101554.34
TWB14,Uvalde_2020_02,29.52639,-100.01833,436.7784,7/20/20,p,2020,04/23/2020 13:10 CDT,96704,30.17,16.75,3.57,9.33,729.73,SSE,101556.64
