station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,incremental.precip,accumulated.precip,additive.precip,wind.cardinaldirection,seal.level.pressure
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 10:04 CDT,99153,22.78,84,4.47,7.6,218,,,375.92,S,101168.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 11:04 CDT,99120,24.44,76,5.81,9.39,514,,,375.92,S,101123.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 12:04 CDT,99120,25.56,70,5.81,10.28,733,,,375.92,S,101115.64
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 13:04 CDT,99086,27.22,64,5.37,9.39,901,,,375.92,SSW,101069.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 14:04 CDT,99018,28.33,60,5.37,8.94,974,,,375.92,SSW,100993.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 15:04 CDT,98950,30,58,4.47,8.49,986,,,375.92,S,100912.79
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 16:04 CDT,98883,30.56,57,4.47,8.94,936,,,375.92,S,100840.81
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 17:04 CDT,98781,31.11,56,4.92,8.94,830,,,375.92,S,100733.23
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 18:04 CDT,98713,31.11,55,4.92,8.05,670,,,375.92,S,100663.89
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 19:04 CDT,98679,31.11,56,3.58,7.6,470,,,375.92,SSE,100629.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 20:04 CDT,98679,30.56,54,2.68,7.15,235,,,375.92,SSE,100632.79
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 21:04 CDT,98679,27.78,65,1.34,5.37,47,,,375.92,SE,100650.97
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 22:04 CDT,98713,26.11,71,1.34,4.47,1,,,375.92,SE,100696.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/03/2020 23:04 CDT,98781,25,74,2.23,4.47,0,,,375.92,SSE,100773.57
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 00:04 CDT,98849,23.89,84,2.23,4.92,0,,,375.92,SSE,100850.44
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 01:04 CDT,98849,23.33,85,3.58,7.15,0,,,375.92,S,100854.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 02:04 CDT,98849,22.22,91,3.13,6.7,0,,,375.92,S,100861.86
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 03:04 CDT,98849,21.67,93,4.02,7.15,0,,,375.92,S,100865.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 04:04 CDT,98781,22.22,91,4.47,8.94,0,,,375.92,SSW,100792.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 05:04 CDT,98747,22.22,92,3.58,7.15,0,,,375.92,S,100757.78
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 06:04 CDT,98713,21.67,94,4.92,7.15,0,,,375.92,S,100726.87
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 07:04 CDT,98713,22.22,91,4.47,8.94,0,,,375.92,S,100723.09
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 08:04 CDT,98747,21.67,91,4.47,8.49,3,,,375.92,S,100761.57
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 09:04 CDT,98815,22.22,90,4.02,7.6,87,,,375.92,S,100827.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 10:04 CDT,98849,23.89,83,5.37,8.05,345,,,375.92,SSW,100850.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 11:04 CDT,98883,25.56,75,4.47,9.39,571,,,375.92,S,100873.85
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 12:04 CDT,98883,26.67,69,4.92,8.05,776,,,375.92,S,100866.43
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 13:04 CDT,98883,28.33,63,4.47,7.6,901,,,375.92,S,100855.42
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 14:04 CDT,98781,30,57,4.92,9.39,984,,,375.92,S,100740.44
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 15:04 CDT,98713,30.56,54,4.92,8.94,998,,,375.92,S,100667.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 16:04 CDT,98612,31.67,49,5.81,8.94,951,,,375.92,SSW,100557.3
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 17:04 CDT,98544,32.78,48,4.47,9.39,847,,,375.92,S,100480.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 18:04 CDT,98442,32.78,47,4.02,8.49,684,,,375.92,S,100376.84
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 19:04 CDT,98476,32.22,49,3.13,8.05,478,,,375.92,SSE,100415.08
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 20:04 CDT,98408,31.11,51,3.58,6.7,247,,,375.92,SSE,100352.88
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 21:04 CDT,98375,28.33,60,1.34,4.92,54,,,375.92,SSE,100337.29
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 22:04 CDT,98408,27.22,67,3.13,6.26,1,,,375.92,SSE,100378.25
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/04/2020 23:04 CDT,98510,26.67,66,4.02,7.6,0,,,375.92,SSE,100485.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 00:04 CDT,98578,25,77,2.68,7.6,0,,,375.92,SSE,100566.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 01:04 CDT,98544,23.89,87,3.13,6.26,0,,,375.92,S,100539.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 02:04 CDT,98578,23.33,89,4.92,9.84,0,,,375.92,S,100577.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 03:04 CDT,98544,23.33,86,6.26,9.84,0,,,375.92,S,100543.07
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 04:04 CDT,98544,23.33,88,5.37,9.39,0,,,375.92,S,100543.06
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 05:04 CDT,98713,23.89,89,1.34,8.05,0,,,375.92,E,100711.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 06:04 CDT,98747,23.33,90,1.34,4.47,0,,,375.92,SE,100750.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 07:04 CDT,98883,22.22,94,1.34,4.02,0,,,375.92,E,100896.54
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 08:04 CDT,98950,22.22,96,0.9,1.79,2,,,375.92,ESE,100964.9
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 09:04 CDT,98916,23.89,91,2.23,4.02,128,,,375.92,S,100918.78
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 10:04 CDT,98984,25.56,82,3.13,4.92,324,,,375.92,SW,100976.86
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 11:04 CDT,99221,20,92,9.39,14.75,63,,,375.92,NNE,101256.89
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 12:04 CDT,99323,20,81,7.15,13.86,162,,,375.92,NNE,101361.01
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 13:04 CDT,99323,22.22,65,8.05,12.07,500,,,375.92,NNE,101345.58
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 14:04 CDT,99323,23.33,60,5.81,10.73,554,,,375.92,NNE,101337.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 15:04 CDT,99323,23.89,51,7.15,11.17,563,,,375.92,NNE,101334.14
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 16:04 CDT,99323,25,47,6.7,9.84,502,,,375.92,NNE,101326.6
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 17:04 CDT,99323,25,44,5.37,8.49,318,,,375.92,NNE,101326.61
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 18:04 CDT,99255,25.56,45,4.92,8.94,316,,,375.92,NNE,101253.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 19:04 CDT,99255,25.56,44,5.37,8.49,334,,,375.92,NNE,101253.45
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 20:04 CDT,99289,24.44,46,5.37,9.84,176,,,375.92,NNE,101295.72
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 21:04 CDT,99289,22.78,54,3.13,6.26,65,,,375.92,NNE,101307.06
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 22:04 CDT,99357,21.11,54,3.13,5.37,2,,,375.92,NNE,101388.01
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/05/2020 23:04 CDT,99492,20,55,3.58,5.81,0,,,375.92,NNE,101533.54
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 00:04 CDT,99560,20,55,4.02,6.26,0,,,375.92,NNE,101602.94
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 01:04 CDT,99628,19.44,56,4.02,6.7,0,,,375.92,NNE,101676.28
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 02:04 CDT,99661,18.33,61,3.58,5.81,0,,,375.92,NNE,101717.82
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 03:04 CDT,99661,17.22,64,3.58,5.37,0,,,375.92,NNE,101725.76
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 04:04 CDT,99661,17.22,64,3.13,5.81,0,,,375.92,NNE,101725.76
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 05:04 CDT,99661,16.67,62,4.47,7.15,0,,,375.92,NNE,101729.72
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 06:04 CDT,99661,16.11,64,4.02,5.81,0,,,375.92,NNE,101733.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 07:04 CDT,99695,15,67,3.13,5.37,0,,,375.92,NNE,101776.52
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 08:04 CDT,99729,14.44,69,3.13,4.47,6,,,375.92,NNE,101815.32
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 09:04 CDT,99797,17.78,62,3.13,4.92,142,,,375.92,NNE,101860.56
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 10:04 CDT,99865,20,50,4.47,6.7,377,,,375.92,NE,101914.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 11:04 CDT,99966,22.22,42,4.02,7.15,603,,,375.92,ENE,102001.74
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 12:04 CDT,99966,23.89,33,4.02,7.6,674,,,375.92,ENE,101990.22
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 13:04 CDT,99932,25,34,3.13,7.15,927,,,375.92,ENE,101947.93
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 14:04 CDT,99865,26.11,32,3.13,6.26,1009,,,375.92,ENE,101872.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 15:04 CDT,99797,27.22,29,3.58,8.49,1021,,,375.92,ENE,101795.21
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 16:04 CDT,99763,27.22,28,3.13,7.6,977,,,375.92,E,101760.53
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 17:04 CDT,99661,27.78,26,4.02,7.6,873,,,375.92,E,101652.75
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 18:04 CDT,99594,27.78,25,4.02,7.6,711,,,375.92,ENE,101584.42
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 19:04 CDT,99594,27.78,27,2.68,6.26,504,,,375.92,E,101584.41
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 20:04 CDT,99560,26.67,28,2.68,5.37,270,,,375.92,E,101557.16
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 21:04 CDT,99594,23.89,37,1.79,4.02,64,,,375.92,E,101610.68
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 22:04 CDT,99628,21.67,43,1.79,2.23,2,,,375.92,E,101660.68
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/06/2020 23:04 CDT,99695,20.56,46,1.79,2.68,0,,,375.92,ENE,101736.8
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 00:04 CDT,99729,20,51,1.79,3.13,0,,,375.92,ENE,101775.42
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 01:04 CDT,99729,18.89,54,1.79,2.68,0,,,375.92,ENE,101783.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 02:04 CDT,99729,18.33,58,1.34,2.68,0,,,375.92,ENE,101787.23
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 03:04 CDT,99695,17.78,58,1.79,2.68,0,,,375.92,ENE,101756.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 04:04 CDT,99628,17.22,62,0.9,2.23,0,,,375.92,E,101692.08
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 05:04 CDT,99560,15,73,0.9,1.79,0,,,375.92,SW,101638.69
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 06:04 CDT,99560,14.44,76,0.9,2.23,0,,,375.92,ENE,101642.77
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 07:04 CDT,99560,14.44,75,0.9,1.79,0,,,375.92,ENE,101642.77
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 08:04 CDT,99628,15.56,72,0.9,1.34,6,,,375.92,E,101704.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 09:04 CDT,99628,18.33,71,1.34,2.23,122,,,375.92,E,101684.12
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 10:04 CDT,99628,20.56,63,1.79,3.58,367,,,375.92,SE,101668.38
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 11:04 CDT,99594,23.33,52,2.68,5.81,596,,,375.92,SSE,101614.47
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 12:04 CDT,99560,25,45,3.58,8.49,759,,,375.92,SSE,101568.39
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 13:04 CDT,99526,26.67,42,4.47,8.49,910,,,375.92,SSE,101522.42
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 14:04 CDT,99424,27.22,40,4.92,8.94,913,,,375.92,SSE,101414.7
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 15:04 CDT,99323,28.33,46,4.47,8.94,980,,,375.92,S,101304.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 16:04 CDT,99221,26.67,55,4.02,8.94,647,,,375.92,S,101211.26
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 17:04 CDT,99120,26.11,62,4.47,9.84,234,,,375.92,S,101111.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 18:04 CDT,98984,26.11,62,4.02,8.05,411,,,375.92,SSE,100973.23
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 19:04 CDT,98849,26.11,64,4.92,8.49,278,,,375.92,SSE,100835.51
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 20:04 CDT,98713,26.11,65,4.92,9.39,194,,,375.92,SSE,100696.77
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 21:04 CDT,98646,24.44,70,4.47,10.28,38,,,375.92,SSE,100639.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 22:04 CDT,98646,23.89,72,4.47,9.39,3,,,375.92,SSE,100643.37
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/07/2020 23:04 CDT,98646,23.89,75,4.92,9.39,0,,,375.92,SSE,100643.36
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 00:04 CDT,98646,23.33,80,4.47,10.28,0,,,375.92,SSE,100647.16
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 01:04 CDT,98612,23.33,83,6.7,11.62,0,,,375.92,S,100612.46
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 02:04 CDT,98510,23.89,84,7.15,13.41,0,,,375.92,S,100504.58
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 03:04 CDT,98679,23.89,83,3.13,13.41,0,,,375.92,S,100677
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 04:04 CDT,98510,23.89,84,5.37,9.84,0,,,375.92,S,100504.58
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 05:04 CDT,98476,24.44,79,7.15,12.52,0,,,375.92,SSW,100466.18
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 06:04 CDT,98375,23.89,81,6.7,11.62,0,,,375.92,SSW,100366.85
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 07:04 CDT,98442,23.33,82,4.92,12.52,0,,,375.92,SSW,100439.01
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 08:04 CDT,98747,23.33,81,3.58,8.49,2,,,375.92,WSW,100750.2
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 09:04 CDT,98679,23.89,83,2.68,5.37,45,,,375.92,S,100677
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 10:04 CDT,98781,25,74,3.58,6.7,234,,,375.92,SSW,100773.57
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 11:04 CDT,98849,26.11,70,4.47,8.05,271,,,375.92,SW,100835.49
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 12:04 CDT,99018,25,61,9.84,14.75,360,,,375.92,NNW,101015.4
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 13:04 CDT,99221,22.78,63,9.84,16.09,628,,,375.92,N,101237.65
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 14:04 CDT,99289,22.78,60,9.39,15.64,459,,,375.92,N,101307.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 15:04 CDT,99323,23.33,56,8.94,14.75,551,,,375.92,N,101337.96
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 16:04 CDT,99391,23.33,53,8.94,14.31,739,,,375.92,N,101407.35
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 17:04 CDT,99357,23.33,51,8.49,13.86,669,,,375.92,N,101372.67
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 18:04 CDT,99357,22.22,50,7.6,12.96,488,,,375.92,N,101380.32
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 19:04 CDT,99357,21.11,49,8.49,12.07,243,,,375.92,N,101388.03
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 20:04 CDT,99357,20.56,50,4.92,11.62,145,,,375.92,N,101391.86
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 21:04 CDT,99458,20,51,4.47,10.28,91,,,375.92,N,101498.86
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 22:04 CDT,99594,18.89,55,2.68,6.26,2,,,375.92,NNE,101645.48
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/08/2020 23:04 CDT,99729,17.22,63,3.58,5.81,0,,,375.92,NE,101795.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 00:04 CDT,99729,16.11,65,4.02,6.26,0,,,375.92,NNE,101803.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 01:04 CDT,99729,16.11,65,4.47,6.7,0,,,375.92,NNE,101803.17
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 02:04 CDT,99797,15.56,66,3.13,6.26,0,,,375.92,NNE,101876.57
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 03:04 CDT,99763,15.56,63,4.47,6.7,0,,,375.92,N,101841.87
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 04:04 CDT,99763,15.56,62,4.47,6.7,0,,,375.92,NNE,101841.87
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 05:04 CDT,99763,15,63,4.02,6.26,0,,,375.92,NNE,101845.95
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 06:04 CDT,99763,14.44,64,4.92,7.6,0,,,375.92,NNE,101850.04
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 07:04 CDT,99763,14.44,66,5.37,8.05,0,,,375.92,NE,101850.03
TMPT2,Bell_2020_05,31.0564,-97.3469,174.6504,6/19/20,i,2020,05/09/2020 08:04 CDT,99899,13.89,72,3.13,8.05,3,,,375.92,NE,101992.91
