station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.gust,solar.rad,additive.precip,wind.cardinal.direction,sea.level.pressure
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 13:00 CDT,96783,23.33,18,4.47,11.17,838,72.39,W,101100.86
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 14:00 CDT,96749,24.44,18,3.58,11.62,884,72.39,WNW,101048.95
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 15:00 CDT,96715,24.44,19,4.02,10.73,864,72.39,WNW,101013.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 16:00 CDT,96749,23.89,20,4.92,12.96,762,72.39,NW,101057.04
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 17:00 CDT,96783,23.89,22,4.02,12.07,619,72.39,WNW,101092.54
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 18:00 CDT,96885,22.22,23,3.13,10.73,401,72.39,WNW,101223.92
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 19:00 CDT,97020,19.44,28,2.68,11.17,146,72.39,NW,101406.98
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 20:00 CDT,97156,17.22,31,3.58,12.07,20,72.39,NW,101583.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 21:00 CDT,97291,15.56,35,2.68,8.49,0,72.39,NW,101750.44
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 22:00 CDT,97393,14.44,39,3.58,11.62,0,72.39,NNW,101874.81
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/17/2021 23:00 CDT,97562,12.22,46,3.13,9.84,0,72.39,NNW,102087.15
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 00:00 CDT,97630,11.11,47,3.58,8.94,0,72.39,NNW,102176.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 01:00 CDT,97697,10,48,3.58,9.39,0,72.39,NNW,102264.62
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 02:00 CDT,97663,8.89,52,3.13,8.49,0,72.39,NNW,102247.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 03:00 CDT,97663,8.33,54,2.68,7.15,0,72.39,NNW,102256.62
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 04:00 CDT,97697,7.78,56,2.68,7.6,0,72.39,NNW,102301.39
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 05:00 CDT,97731,7.78,55,3.13,8.49,0,72.39,NNW,102336.99
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 06:00 CDT,97765,7.22,57,3.58,9.84,0,72.39,NNW,102381.97
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 07:00 CDT,97833,7.22,56,3.13,10.73,0,72.39,NNW,102453.18
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 08:00 CDT,97901,7.22,54,3.13,9.84,3,72.39,NNW,102524.4
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 09:00 CDT,98002,9.44,45,3.13,8.94,118,72.39,NNW,102593.14
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 10:00 CDT,98036,11.67,39,4.02,12.96,337,72.39,NNW,102592.11
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 11:00 CDT,98138,13.89,33,3.58,10.28,538,72.39,NW,102662.94
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 12:00 CDT,98104,16.11,28,3.58,9.84,709,72.39,NNW,102592.02
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 13:00 CDT,98104,17.78,25,3.13,9.84,823,72.39,NNW,102565.8
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 14:00 CDT,98002,20,22,3.58,10.73,875,72.39,NNW,102424.8
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 15:00 CDT,97934,21.11,19,3.58,9.84,860,72.39,NNW,102336.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 16:00 CDT,97901,21.11,19,2.68,9.39,777,72.39,NNW,102302.29
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 17:00 CDT,97901,21.67,19,3.13,10.73,634,72.39,NNW,102293.77
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 18:00 CDT,97867,21.11,19,2.68,8.49,447,72.39,NNW,102266.76
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 19:00 CDT,97867,19.44,20,3.13,8.49,230,72.39,N,102292.33
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 20:00 CDT,97901,16.11,25,1.34,8.49,11,72.39,NNW,102379.75
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 21:00 CDT,97934,15,27,1.79,4.47,0,72.39,N,102431.83
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 22:00 CDT,98002,13.33,32,1.79,5.37,0,72.39,N,102529.67
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/18/2021 23:00 CDT,98104,11.67,37,1.79,4.92,0,72.39,N,102663.28
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 00:00 CDT,98138,11.11,40,1.34,4.02,0,72.39,N,102708
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 01:00 CDT,98138,10,43,1.79,4.92,0,72.39,N,102726.25
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 02:00 CDT,98138,10,44,3.13,6.7,0,72.39,N,102726.25
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 03:00 CDT,98205,9.44,49,2.68,7.6,0,72.39,N,102805.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 04:00 CDT,98205,8.33,54,1.79,5.81,0,72.39,N,102824.12
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 05:00 CDT,98205,7.22,59,2.23,5.37,0,72.39,N,102842.74
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 06:00 CDT,98239,6.67,63,2.23,4.47,0,72.39,N,102887.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 07:00 CDT,98307,5.56,67,1.79,4.47,0,72.39,NNW,102977.73
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 08:00 CDT,98375,5,70,1.79,3.58,4,72.39,NNW,103058.55
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 09:00 CDT,98442,8.89,58,3.13,7.15,123,72.39,N,103062.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 10:00 CDT,98510,10.56,54,2.23,7.6,339,72.39,NNE,103106.35
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 11:00 CDT,98476,12.78,49,3.13,6.7,541,72.39,N,103034.42
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 12:00 CDT,98442,14.44,42,2.68,7.15,711,72.39,N,102972.07
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 13:00 CDT,98408,16.11,37,3.13,7.15,825,72.39,N,102909.89
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 14:00 CDT,98273,17.78,34,2.68,7.15,878,72.39,N,102742.44
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 15:00 CDT,98171,19.44,29,2.23,8.49,862,72.39,N,102610.03
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 16:00 CDT,98104,20,26,3.13,8.05,776,72.39,NNE,102531.38
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 17:00 CDT,98036,20.56,25,2.68,8.49,631,72.39,N,102451.73
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 18:00 CDT,98036,20,26,2.68,7.15,442,72.39,N,102460.31
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 19:00 CDT,98036,18.33,29,1.79,6.26,223,72.39,N,102486.12
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 20:00 CDT,98104,15,39,0.9,4.92,14,72.39,NNE,102609.59
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 21:00 CDT,98104,12.78,47,1.34,2.68,0,72.39,NNE,102645.21
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 22:00 CDT,98205,11.11,55,0.9,2.68,0,72.39,ENE,102778.08
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/19/2021 23:00 CDT,98239,10,62,0.9,1.79,0,72.39,NE,102831.92
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 00:00 CDT,98273,8.89,67,0.9,2.23,0,72.39,ENE,102885.92
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 01:00 CDT,98307,8.33,73,0.9,2.23,0,72.39,ESE,102930.86
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 02:00 CDT,98307,7.78,77,0.9,3.13,0,72.39,E,102940.08
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 03:00 CDT,98341,6.67,83,0.45,2.23,0,72.39,ENE,102994.41
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 04:00 CDT,98307,4.44,86,0.9,1.34,0,72.39,WNW,102996.9
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 05:00 CDT,98273,4.44,91,0.9,1.79,0,72.39,WNW,102961.27
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 06:00 CDT,98273,2.78,91,0.9,1.79,0,72.39,WNW,102990.03
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 07:00 CDT,98307,2.78,98,1.34,1.79,0,72.39,NW,103025.65
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 08:00 CDT,98341,2.22,93,1.34,2.23,4,72.39,WNW,103071.08
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 09:00 CDT,98442,6.11,80,0.9,2.23,123,72.39,W,103109.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 10:00 CDT,98476,12.22,58,1.34,2.68,330,72.39,SE,103043.51
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 11:00 CDT,98476,15,49,1.79,4.47,532,72.39,SE,102998.64
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 13:00 CDT,98341,18.33,38,1.34,5.81,815,72.39,E,102804.92
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 14:00 CDT,98239,19.44,36,2.23,5.37,866,72.39,ESE,102681.06
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 15:00 CDT,98104,20.56,33,1.34,4.92,849,72.39,NE,102522.74
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 16:00 CDT,98002,21.11,31,1.34,4.47,766,72.39,SSW,102407.76
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 17:00 CDT,97901,21.67,29,1.79,4.47,624,72.39,SE,102293.71
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 18:00 CDT,97867,21.67,30,1.79,4.92,437,72.39,SSE,102258.18
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 19:00 CDT,97833,20,34,1.34,4.92,223,72.39,ESE,102248.11
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 20:00 CDT,97833,16.11,42,1.79,4.47,14,72.39,ESE,102308.57
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 21:00 CDT,97901,12.78,53,1.34,3.58,0,72.39,ESE,102432.79
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 22:00 CDT,97934,13.89,50,2.23,4.02,0,72.39,ESE,102449.46
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/20/2021 23:00 CDT,97968,12.78,56,1.79,4.02,0,72.39,ESE,102502.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 00:00 CDT,97968,11.11,61,1.79,3.13,0,72.39,ESE,102530.02
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 01:00 CDT,97934,11.11,62,2.23,4.02,0,72.39,SE,102494.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 02:00 CDT,97934,8.33,75,0.9,3.58,0,72.39,SSE,102540.31
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 03:00 CDT,97901,7.78,85,0.9,3.13,0,72.39,SSE,102514.93
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 04:00 CDT,97833,7.22,91,1.34,2.68,0,72.39,SE,102453.1
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 05:00 CDT,97799,7.22,96,1.34,2.68,0,72.39,SE,102417.48
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 06:00 CDT,97867,7.78,98,0.45,2.23,0,72.39,SE,102479.29
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 07:00 CDT,97867,8.33,96,0.9,2.23,0,72.39,SE,102470.1
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 08:00 CDT,97901,8.33,96,1.34,3.58,2,72.39,SSE,102505.7
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 09:00 CDT,97934,9.44,93,1.34,3.13,43,72.39,S,102521.81
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 10:00 CDT,97934,12.78,79,2.23,4.92,198,72.39,SSW,102467.22
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 11:00 CDT,97867,15.56,63,2.68,6.26,454,72.39,S,102352.72
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 12:00 CDT,97901,17.78,52,2.68,6.7,703,72.39,S,102353.43
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 13:00 CDT,97765,19.44,45,2.68,6.26,817,72.39,SE,102185.58
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 14:00 CDT,97630,21.11,41,2.68,6.26,868,72.39,SE,102018.97
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 15:00 CDT,97562,22.22,38,2.23,6.7,851,72.39,S,101931.14
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 16:00 CDT,97460,22.78,36,2.68,7.6,765,72.39,SE,101816.17
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 17:00 CDT,97359,22.78,35,2.68,7.6,621,72.39,SE,101710.67
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 18:00 CDT,97325,22.78,37,2.68,7.6,433,72.39,SE,101675.13
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 19:00 CDT,97291,20,43,2.23,6.7,174,72.39,SE,101681.6
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 20:00 CDT,97291,17.78,48,2.23,7.15,17,72.39,SE,101715.71
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 21:00 CDT,97291,16.67,53,1.79,4.47,0,72.39,SE,101732.96
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 22:00 CDT,97325,16.11,62,2.23,8.05,0,72.39,SE,101777.24
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/21/2021 23:00 CDT,97291,15,66,2.68,6.7,0,72.39,SSE,101759.14
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 00:00 CDT,97325,13.33,78,2.23,8.94,0,72.39,SSE,101821.22
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 01:00 CDT,97257,12.78,86,1.79,5.81,0,72.39,SSE,101758.86
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 02:00 CDT,97223,12.78,92,2.68,6.7,0,72.39,SSE,101723.26
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 03:00 CDT,97189,13.33,92,2.23,6.7,0,72.39,SSE,101678.88
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 04:00 CDT,97122,13.33,91,2.68,6.26,0,72.39,S,101608.79
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 05:00 CDT,97054,13.33,92,2.68,6.7,0,72.39,S,101537.65
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 06:00 CDT,97020,13.33,93,1.79,6.26,0,72.39,S,101502.07
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 07:00 CDT,96986,13.33,94,1.79,5.81,0,72.39,SSE,101466.5
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 08:00 CDT,96952,13.33,94,1.34,5.37,1,72.39,SE,101430.93
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 09:00 CDT,96986,13.89,93,1.79,6.7,13,72.39,SSE,101457.59
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 10:00 CDT,96918,14.44,92,2.23,5.81,33,72.39,SSE,101377.74
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 11:00 CDT,96817,14.44,94,1.79,6.7,38,72.39,SE,101272.09
HWWT2,Hays_2021_54,30.046611,-98.200833,380.3904,5/26/21,i,2021,03/22/2021 12:00 CDT,96783,16.11,88,2.68,6.7,66,72.39,SSE,101210.33
