station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.direction,wind.gust,accumulated.precip,additive.precip,incremental.precip,solar.rad,sea.level.pressure
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 19:15 UTC,98185,29.59,63.6,0.9,93,3.58,,,0,374,101747.82
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 19:30 UTC,98175,29.54,63.1,0.9,166,3.13,,,0,437,101738.05
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 19:45 UTC,98165,28.87,65.1,0.9,128,3.13,,,0,184,101735.71
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 20:00 UTC,98175,24.61,84.6,0.9,115,3.58,,,1.016,107,101797.91
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 20:15 UTC,98195,23.69,91.3,0.9,153,4.47,,,2.54,109,101830.04
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 20:30 UTC,98144,25.14,93.6,0.45,153,2.68,,,2.54,347,101759.17
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 20:45 UTC,98134,25.14,91.1,0.45,153,2.68,,,0.508,979,101748.81
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 21:00 UTC,98134,27.87,85.7,0,,2.23,,,0,789,101715.5
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 21:15 UTC,98114,28.49,80.6,0.45,140,2.23,,,0,369,101687.31
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 21:30 UTC,98104,27.23,83,0,,2.23,,,0,123,101692.18
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 21:45 UTC,98077,26.84,86.4,0,,0.45,,,0,168,101668.92
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 22:00 UTC,98016,29.34,79.7,0,,2.23,,,0,694,101575.55
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 22:15 UTC,98036,30.04,71.7,0.45,164,2.68,,,0,592,101587.97
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 22:30 UTC,98026,29.62,69.4,0.45,145,2.68,,,0,186,101582.64
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 22:45 UTC,98006,29.29,71.9,0.9,94,4.02,,,0,229,101565.84
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 23:00 UTC,98026,27.83,74.9,0.45,111,3.13,,,0,142,101604.11
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 23:15 UTC,98026,27.11,76.4,0.45,131,3.13,,,0,84,101612.83
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 23:30 UTC,98006,27.16,77.5,0.9,163,3.58,,,0,356,101591.48
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/02/2020 23:45 UTC,97995,29.27,69.6,0.45,154,3.58,,,0,272,101554.7
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 00:00 UTC,97995,28.69,69.1,0.9,147,3.58,,,0,223,101561.66
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 00:15 UTC,97995,28.62,70,0.9,150,3.58,,,0,179,101562.49
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 00:30 UTC,97995,28.39,71.4,0.45,149,3.13,,,0,136,101565.25
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 00:45 UTC,98016,28.12,71.2,0,,2.23,,,0,93,101590.27
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 01:00 UTC,98026,27.36,72,0,,1.34,,,0,52,101609.83
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 01:15 UTC,98046,25.36,77.8,0,,2.23,,,0,13,101654.95
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 01:30 UTC,98077,24.36,83.4,0,,0.9,,,0,3,101699.4
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 01:45 UTC,98083,24.84,84.6,1.34,174,4.47,,,0,1,101699.67
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 02:00 UTC,98083,24.43,86.3,0.9,173,3.58,,,0,1,101704.73
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 02:15 UTC,98083,24,87.7,0,,1.34,,,0,1,101710.06
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 02:30 UTC,98104,23.45,89.4,0,,0.9,,,0,1,101738.67
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 02:45 UTC,98134,22.68,91.9,0,,0,,,0,1,101779.39
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 03:00 UTC,98144,22.42,93.5,0,,0,,,0,1,101793.02
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 03:15 UTC,98165,22.03,94.3,0,,0,,,0,1,101819.7
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 03:30 UTC,98195,21.79,95.1,0,,0,,,0,1,101853.84
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 03:45 UTC,98195,21.75,95.7,0,,0,,,0,1,101854.34
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 04:00 UTC,98205,21.44,96.3,0,,0,,,0,1,101868.63
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 04:15 UTC,98195,21.27,96.7,0,,0,,,0,1,101860.4
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 04:30 UTC,98195,20.98,97.1,0,,0,,,0,1,101864.08
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 04:45 UTC,98175,20.89,97.4,0,,0,,,0,1,101844.47
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 05:00 UTC,98175,20.6,97.6,0,,0,,,0,1,101848.15
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 05:15 UTC,98175,20.24,97.8,0,,0,,,0,1,101852.74
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 05:30 UTC,98175,20.29,98.1,0,,0,,,0,1,101852.1
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 05:45 UTC,98175,20.08,98.3,0,,0,,,0,1,101854.78
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 06:00 UTC,98185,19.89,98.4,0,,0,,,0,1,101867.58
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 06:15 UTC,98165,19.74,98.7,0,,0,,,0,1,101848.74
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 06:30 UTC,98155,19.51,98.8,0,,0,,,0,1,101841.31
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 06:45 UTC,98155,19.44,98.9,0,,0,,,0,1,101842.21
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 07:00 UTC,98144,19.27,99,0,,0,,,0,1,101832.98
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 07:15 UTC,98144,19.2,99.1,0,,0,,,0,1,101833.87
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 07:30 UTC,98144,18.94,99.1,0,,0,,,0,1,101837.21
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 07:45 UTC,98144,19.03,99.2,0,,0,,,0,1,101836.06
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 08:00 UTC,98134,19.39,99.3,0,,0,,,0,1,101821.06
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 08:15 UTC,98104,19.58,99.4,0,,0,,,0,1,101787.5
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 08:30 UTC,98104,19.74,99.4,0,,0,,,0,1,101785.45
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 08:45 UTC,98083,19.89,99.4,0,,0.9,,,0,1,101761.75
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 09:00 UTC,98077,20.2,99.4,0,,0.45,,,0,1,101751.57
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 09:15 UTC,98094,20.79,99.6,0,,0,,,0,1,101761.7
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 09:30 UTC,98077,20.67,99.6,0,,0,,,0,1,101745.59
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 09:45 UTC,98077,20.08,99.5,0,,0.45,,,0,1,101753.1
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 10:00 UTC,98066,20.03,99.7,0,,0,,,0,1,101742.32
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 10:15 UTC,98066,19.96,99.7,0,,0,,,0,1,101743.21
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 10:30 UTC,98066,19.79,99.8,0,,0,,,0,1,101745.38
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 10:45 UTC,98036,20.17,100,0,,0,,,0,1,101709.41
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 11:00 UTC,98046,19.89,99.8,0,,0,,,0,1,101723.36
EA003,Comal_2020_19,30.022122,-98.215084,317,5/26/21,i,2021,06/03/2020 11:15 UTC,98046,19.56,99.9,0,,0,,,0,1,101727.57
